"Mode(8=Zombi. 9=Zombi_Expand, 11=Zombi_Team, 13=Zombi_Team_ann, 14=Zombi_3, 20=Zombi_Escape, 24=BotZombie, 32=Zombi_Exterminate) ","ZombiType(0=일반좀비, 1=라이트좀비, 2=헤비좀비, 3=싸이코, 4=부두, 5=데이모스, 6=가니메데, 7=언더테이커, 8=밴시, 9=강시, 10=부머, 11=스팅핑거, 12=무적좀비, 13=텔포좀비, 14=부스터좀비, 15=좀폭 패스 좀비, 16=플라잉좀비, 17=아크샤, 18=좀5탱커, 19=좀5거미, -1~-4 = 좀비개별제한 1~4, -5 = 라운드제한 일반 좀비) (좀비 타입이 음수일 경우, 좀비 능력치에 해당 파라미터값을 더하여 적용)",EvolveType,MaxSpeed,Gravity,MaxSpeed_Crazy,Gravity_Crazy,MaxSpeed_Stun,Gravity_Stun,TakeDmg_Rate_Crazy,TakeDmg_Rate,Heal_Rate,FowardJump,Jump,Stand,Duck,VelocityMod,KBRate_Crazy,VelModRate_Crazy,VelModRate_Crazy_MinValue,Health(좀비 체력),Armor(좀비 아머),HeadShotDefenece(헤드샷 방어),EvolveGauge(진화 게이지),AddedEvolveGaugeWhenKillHuman(인간 킬 했을 때 진화게이지에 추가되는 퍼센트),AddedEvolveGaugeWhenKillHero(영웅 킬 했을 때 진화게이지에 추가되는 퍼센트),Move_Heal_Time(이동시 ,QuestSpecUpHealth,QuestSpecUpArmor,QuestSpecUpKnockBack
46,9,1,328,0.6,328,0.6,250,0.8,1,0.15,1000,0.3,0.3,0.3,0.3,0.14,1,1,0,10000,10000,0.5,0,0,0,2,3000,1000,0.8
46,10,1,328,0.75,380,0.75,250,1,1,0.11,1000,0.3,0.3,0.3,0.3,0.14,0.01,0.01,0.01,10000,10000,0.5,0,0,0,2,3000,1000,0.8
46,11,1,345,0.6,345,0.6,250,1,1,0.2,1000,1.2,1.2,1.2,1.2,0.17,0.01,0.01,0.01,10000,10000,0.5,0,0,0,2,3000,1000,0.8
46,14,1,345,0.55,345,0.55,250,1,1,0.2,1000,1.2,1.2,1.2,1.2,0.17,0.01,0.01,0.01,10000,10000,0.5,0,0,0,2,3000,1000,0.8
46,15,1,333,0.6,350,0.6,250,1,1,0.15,1000,0.3,0.3,0.3,0.3,0.14,0.01,0.01,0.01,10000,10000,0.5,0,0,0,2,3000,1000,0.8
46,16,1,334,0.55,395,0.55,250,1,1,0.2,1000,1.2,1.2,1.2,1.2,0.17,0.01,0.01,0.01,10000,10000,0.5,0,0,0,2,3000,1000,0.8
46,17,1,333,0.7,0,0,250,1,1,0.15,1000,0.5,0.5,0.5,0.3,0.15,1,1,0,10000,10000,0.5,0,0,0,2,3000,1000,0.8
47,0,1,334,0.7,450,0,250,0.8,1,0.15,1000,0.5,0.5,0.5,0.3,0.15,0.01,0.01,0.01,10000,10000,0.5,0,0,0,2,3000,1000,0.8
47,1,1,356,0.55,220,0.55,250,1,1,0.2,1000,1.2,1.2,1.2,1.2,0.17,0.01,0.01,0.01,10000,10000,0.5,0,0,0,2,3000,1000,0.8
47,2,1,327,0.75,0,0,250,1,1,0.1,1000,0.3,0.3,0.3,0.3,0.14,1,1,0,10000,10000,0.5,0,0,0,2,3000,1000,0.8
47,3,1,333,0.65,150,0.65,250,0.8,1,0.14,1000,0.5,0.5,0.5,0.3,0.15,1,1,0,10000,10000,0.5,0,0,0,2,3000,1000,0.8
47,4,1,333,0.65,0,0,250,0.8,1,0.18,1000,0.5,0.5,0.5,0.3,0.15,1,1,0,10000,10000,0.5,0,0,0,2,3000,1000,0.8
47,5,1,333,0.7,0,0,250,1,1,0.15,1000,0.5,0.5,0.5,0.3,0.15,1,1,0,10000,10000,0.5,0,0,0,2,3000,1000,0.8
47,6,1,322,0.7,225,0.7,250,0.8,1,0.12,1000,0.5,0.5,0.5,0.3,0.15,0.01,0.01,0.01,10000,10000,0.5,0,0,0,2,3000,1000,0.8
47,7,1,310,0.65,0,0,250,0.8,1,0.12,1000,0.5,0.5,0.5,0.3,0.15,1,1,0,10000,10000,0.5,0,0,0,2,3000,1000,0.8
47,8,1,333,0.6,333,0.6,250,1,1,0.18,1000,1.2,1.2,1.2,1.2,0.17,1,1,0,10000,10000,0.5,0,0,0,2,3000,1000,0.8
47,9,1,328,0.6,328,0.6,250,0.8,1,0.15,1000,0.3,0.3,0.3,0.3,0.14,1,1,0,10000,10000,0.5,0,0,0,2,3000,1000,0.8
47,10,1,328,0.75,380,0.75,250,1,1,0.11,1000,0.3,0.3,0.3,0.3,0.14,0.01,0.01,0.01,10000,10000,0.5,0,0,0,2,3000,1000,0.8
47,11,1,345,0.6,345,0.6,250,1,1,0.2,1000,1.2,1.2,1.2,1.2,0.17,0.01,0.01,0.01,10000,10000,0.5,0,0,0,2,3000,1000,0.8
47,14,1,345,0.55,345,0.55,250,1,1,0.2,1000,1.2,1.2,1.2,1.2,0.17,0.01,0.01,0.01,10000,10000,0.5,0,0,0,2,3000,1000,0.8
47,15,1,333,0.6,350,0.6,250,1,1,0.15,1000,0.3,0.3,0.3,0.3,0.14,0.01,0.01,0.01,10000,10000,0.5,0,0,0,2,3000,1000,0.8
47,16,1,334,0.55,395,0.55,250,1,1,0.2,1000,1.2,1.2,1.2,1.2,0.17,0.01,0.01,0.01,10000,10000,0.5,0,0,0,2,3000,1000,0.8
47,17,1,333,0.7,0,0,250,1,1,0.15,1000,0.5,0.5,0.5,0.3,0.15,1,1,0,10000,10000,0.5,0,0,0,2,3000,1000,0.8
54,0,0,290,0.7,415,0.7,100,0.8,1.3,1,1000,1,1,1,1,1,0.7,0.55,0.55,10000,4000,0,1.2,40,100,2,3000,800,0.4
54,0,1,290,0.7,415,0.7,100,0.8,1.3,1,1000,0.75,0.75,0.7,0.7,1,0.7,0.55,0.55,10000,4000,0.4,0,0,0,2,5000,1200,0.4
54,1,0,310,0.55,250,0.5,100,1,1.3,1.3,1000,2,2,3,3,0.9,1,1,0.55,10000,4000,0,1.2,40,100,2,1500,1600,0.8
54,1,1,310,0.55,250,0.5,100,1,1.3,1.3,1000,1.7,1.7,2.4,2.4,0.9,1,1,0.55,10000,4000,0.4,0,0,0,2,2500,2400,0.8
54,2,0,265,0.75,0,0,100,1,0,0.5,1000,0.25,0.3,0.08,0.1,0.99,1,1,0,10000,4000,0,1.2,40,100,2,6000,400,0.8
54,2,1,265,0.75,0,0,100,1,0,0.5,1000,0.2,0.25,0.05,0.05,0.99,1,1,0,10000,4000,0.4,0,0,0,2,10000,600,0.8
54,3,0,290,0.65,150,0.8,100,0.8,0.9,0.9,1000,1,1,1,1,1,1,1,0,10000,4000,0,1.2,40,100,2,3750,1000,0.8
54,3,1,290,0.65,150,0.65,100,0.8,0.9,0.9,1000,0.85,0.85,0.8,0.8,1,1,1,0,10000,4000,0.4,0,0,0,2,6250,1500,0.8
54,4,0,280,0.65,0,0,100,0.8,0,1.2,1000,1,1,1,1,1,1,1,0,10000,4000,0,1.2,40,100,2,1500,1600,0.8
54,4,1,280,0.65,0,0,100,0.8,0,1.2,1000,0.9,0.9,0.9,0.9,1,1,1,0,10000,4000,0.4,0,0,0,2,2500,2400,0.8
54,5,0,290,0.7,0,0,100,1,0,0.95,1000,0.9,0.9,0.9,0.9,1,1,1,0,10000,4000,0,1.2,40,100,2,3000,800,0.4
54,5,1,290,0.7,0,0,100,1,0,0.95,1000,0.7,0.7,0.6,0.6,1,1,1,0,10000,4000,0.4,0,0,0,2,5000,1200,0.4
54,6,0,275,0.7,225,0.7,100,0.8,0.7,0.7,1000,0.35,0.35,0.12,0.12,0.95,0.6,0.8,0.55,10000,4000,0,1.2,40,100,2,3000,800,0.4
54,6,1,275,0.7,225,0.7,100,0.8,0.7,0.7,1000,0.3,0.3,0.08,0.08,0.95,0.55,0.8,0.55,10000,4000,0.4,0,0,0,2,5000,1200,0.4
54,7,0,270,0.65,0,0,100,0.8,0,0.65,1000,0.75,0.75,0.35,0.35,0.95,1,1,0,10000,4000,0,1.2,40,100,2,3750,1000,0.8
54,7,1,270,0.65,0,0,100,0.8,0,0.65,1000,0.65,0.65,0.25,0.25,0.95,1,1,0,10000,4000,0.4,0,0,0,2,6250,1500,0.8
54,8,0,290,0.6,333,0.6,100,1,0.6,1.2,1000,1.1,1.1,1.1,1,0.85,1,1,0,10000,4000,0,1.2,40,100,2,3750,1000,0.8
54,8,1,290,0.6,333,0.6,100,1,0.6,1.2,1000,0.75,0.9,1,0.9,0.85,1,1,0,10000,4000,0.4,0,0,0,2,6250,1500,0.8
54,9,0,285,0.6,328,0.7,100,0.8,1,1,1000,1,1,1,1,1,1,1,0,10000,4000,0,1.2,40,100,2,3750,1000,0.8
54,9,1,285,0.6,328,0.6,100,0.8,1,1,1000,0.75,0.75,0.7,0.7,1,1,1,0,10000,4000,0.4,0,0,0,2,6250,1500,0.8
54,10,0,265,0.75,380,0.75,100,1,1.2,0.6,1000,1,1,1,1,0.99,0.7,0.55,0.55,10000,4000,0,1.2,40,100,2,6000,400,0.8
54,10,1,265,0.75,380,0.75,100,1,1.2,0.6,1000,0.75,0.75,0.7,0.7,0.99,0.7,0.55,0.55,10000,4000,0.4,0,0,0,2,10000,600,0.8
54,11,0,300,0.6,345,0.6,100,1,1.5,1.5,1000,2,2,3,3,0.9,1,1,0.55,10000,4000,0,1.2,40,100,2,1500,1600,0.8
54,11,1,300,0.6,345,0.6,100,1,1.5,1.5,1000,1.7,1.7,2.4,2.4,0.9,1,1,0.55,10000,4000,0.4,0,0,0,2,2500,2400,0.8
54,12,0,290,0.65,220,0.7,100,1,2.2,0.5,1000,0.25,0.28,0.07,0.07,0.97,0.7,1.5,0.55,15000,5000,0.4,1.2,40,100,2,0,0,1
54,12,1,290,0.65,220,0.7,100,1,2.2,0.5,1000,0.25,0.28,0.07,0.07,0.97,0.7,1.5,0.55,15000,5000,0.4,0,0,0,2,0,0,1
54,13,0,300,0.6,300,0.6,100,1,0.5,1,1000,1.5,1.5,2,2,0.9,1,1,0.55,15000,5000,0.4,1.2,40,100,2,0,0,1
54,13,1,300,0.6,300,0.6,100,1,0.5,1,1000,1.5,1.5,2,2,0.9,1,1,0.55,15000,5000,0.4,0,0,0,2,0,0,1
54,14,0,300,0.55,345,0.55,100,1,1.5,1.4,1000,2,2,3,3,0.9,1,1,0.55,10000,4000,0,1.2,40,100,2,1500,1600,0.8
54,14,1,300,0.55,345,0.55,100,1,1.5,1.4,1000,1.7,1.7,2.4,2.4,0.9,1,1,0.55,10000,4000,0.4,0,0,0,2,2500,2400,0.8
54,15,0,290,0.6,350,0.6,100,1,1.5,1,1000,1,1,1,1,1,1,1,0.55,10000,4000,0,1.2,40,100,2,3750,1000,0.8
54,15,1,290,0.6,350,0.6,100,1,1.5,1,1000,0.75,0.75,0.7,0.7,1,1,1,0.55,10000,4000,0.4,0,0,0,2,6250,1500,0.8
54,16,0,290,0.55,395,0.55,100,1,1.95,1.35,1000,2,2,3,3,0.9,0.7,0.2,0.2,10000,4000,0,1.2,40,100,2,1500,1600,0.8
54,16,1,290,0.55,395,0.55,100,1,1.95,1.35,1000,1.7,1.7,2.4,2.4,0.9,0.7,0.2,0.2,10000,4000,0.4,0,0,0,2,2500,2400,0.8
54,17,0,290,0.7,0,0,100,1,1,0.9,1000,0.85,0.85,0.85,0.85,1,1,1,0,10000,4000,0,1.2,40,100,2,3750,1000,0.8
54,17,1,290,0.7,0,0,100,1,1,0.9,1000,0.65,0.65,0.55,0.55,1,1,1,0,10000,4000,0.4,0,0,0,2,6250,1500,0.8
54,18,0,170,0.7,0,0,100,1,0.5,0.5,1000,0.5,0.55,0.7,0.4,1,1,1,0,52000,32000,0.5,0,0,0,2,0,0,1
54,19,0,310,0.55,0,0,100,1,0.9,0.9,1000,1.2,1.2,1.8,1.8,1,1,0.5,0,48000,28000,0.5,0,0,0,2,0,0,1
54,20,0,290,0.6,0,0,100,1,0.7,0.7,1000,0.7,0.7,0.6,0.6,1,1,0.4,0,50000,30000,0.4,0,0,0,2,0,0,1
0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-3,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,500,500,0,0,0,0,0,0,0,0
0,-4,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,0,0,0,0
0,-5,0,0,0,0,0,0,0,0,-0.05,100,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,0,0,0,0
45,0,0,290,0.8,415,0.7,100,0.8,1.3,1,1000,1,1,1,1,1,0.7,0.55,0.55,15750,7875,0,1.2,40,100,2,700,400,0.4
45,0,1,319,0.72,415,0.7,100,0.8,1.3,1,1000,0.75,0.75,0.7,0.7,1,0.7,0.55,0.55,22500,11250,0.2,1.5,20,50,2,1000,500,0.4
45,0,2,334,0.7,415,0.7,100,0.8,1.3,1,1000,0.75,0.75,0.7,0.7,1,0.7,0.55,0.55,30000,15000,0.4,0,0,0,2,1200,600,0.4
45,1,0,310,0.65,250,0.55,100,1,1.8,1.3,1000,2,2,3,3,0.9,1,1,0.55,15750,7875,0,1.2,40,100,2,300,800,0.8
45,1,1,341,0.6,250,0.55,100,1,1.8,1.3,1000,1.7,1.7,2.4,2.4,0.9,1,1,0.55,22500,11250,0.2,1.5,20,50,2,500,1000,0.8
45,1,2,356,0.55,250,0.5,100,1,1.8,1.3,1000,1.7,1.7,2.4,2.4,0.9,1,1,0.55,30000,15000,0.4,0,0,0,2,600,1200,0.8
45,2,0,265,0.9,300,0.55,100,1,0.5,0.5,1000,0.25,0.3,0.08,0.1,0.99,1,1,0,15750,7875,0,1.2,40,100,2,1500,200,0.8
45,2,1,313,0.8,330,0.55,100,1,0.5,0.5,1000,0.2,0.25,0.05,0.05,0.99,1,1,0,22500,11250,0.2,1.5,20,50,2,2000,200,0.8
45,2,2,327,0.75,345,0.55,100,1,0.5,0.5,1000,0.2,0.25,0.05,0.05,0.99,1,1,0,30000,15000,0.4,0,0,0,2,2500,300,0.8
45,3,0,290,0.8,150,0.8,100,0.8,0.9,0.9,1000,1,1,1,1,1,1,1,0,15750,7875,0,1.2,40,100,2,900,500,0.8
45,3,1,319,0.7,150,0.7,100,0.8,0.9,0.9,1000,0.85,0.85,0.8,0.8,1,1,1,0,22500,11250,0.2,1.5,20,50,2,1200,600,0.8
45,3,2,333,0.65,150,0.65,100,0.8,0.9,0.9,1000,0.85,0.85,0.8,0.8,1,1,1,0,30000,15000,0.4,0,0,0,2,1500,700,0.8
45,4,0,280,0.8,200,0.7,100,0.8,1.2,1.2,1000,1,1,1,1,1,1,1,0,15750,7875,0,1.2,40,100,2,300,800,0.8
45,4,1,319,0.7,200,0.7,100,0.8,1.2,1.2,1000,0.9,0.9,0.9,0.9,1,1,1,0,22500,11250,0.2,1.5,20,50,2,500,1000,0.8
45,4,2,333,0.65,200,0.7,100,0.8,1.2,1.2,1000,0.9,0.9,0.9,0.9,1,1,1,0,30000,15000,0.4,0,0,0,2,600,1200,0.8
45,5,0,290,0.85,150,0.75,100,1,1,0.95,1000,0.9,0.9,0.9,0.9,1,1,1,0,15750,7875,0,1.2,40,100,2,700,400,0.4
45,5,1,319,0.75,150,0.75,100,1,1,0.95,1000,0.7,0.7,0.6,0.6,1,1,1,0,22500,11250,0.2,1.5,20,50,2,1000,500,0.4
45,5,2,333,0.7,150,0.75,100,1,1,0.95,1000,0.7,0.7,0.6,0.6,1,1,1,0,30000,15000,0.4,0,0,0,2,1200,600,0.4
45,6,0,275,0.85,192,0.7,100,0.8,1,0.7,1000,0.35,0.35,0.12,0.12,0.95,0.6,0.8,0.55,15750,7875,0,1.2,40,100,2,700,400,0.4
45,6,1,308,0.75,215,0.7,100,0.8,1,0.7,1000,0.3,0.3,0.08,0.08,0.95,0.55,0.8,0.55,22500,11250,0.2,1.5,20,50,2,1000,500,0.4
45,6,2,322,0.7,225,0.7,100,0.8,1,0.7,1000,0.3,0.3,0.08,0.08,0.95,0.55,0.8,0.55,30000,15000,0.4,0,0,0,2,1200,600,0.4
45,7,0,270,0.8,150,0.75,100,0.8,0.65,0.65,1000,0.75,0.75,0.35,0.35,0.95,1,1,0,15750,7875,0,1.2,40,100,2,900,500,0.8
45,7,1,297,0.7,150,0.75,100,0.8,0.65,0.65,1000,0.65,0.65,0.25,0.25,0.95,1,1,0,22500,11250,0.2,1.5,20,50,2,1200,600,0.8
45,7,2,310,0.65,150,0.75,100,0.8,0.65,0.65,1000,0.65,0.65,0.25,0.25,0.95,1,1,0,30000,15000,0.4,0,0,0,2,1500,700,0.8
45,8,0,290,0.7,290,0.6,100,1,0.5,1.2,1000,1.1,1.1,1.1,1,0.85,1,1,0,15750,7875,0,1.2,40,100,2,900,500,0.8
45,8,1,319,0.65,319,0.6,100,1,0.5,1.2,1000,0.75,0.9,1,0.9,0.85,1,1,0,22500,11250,0.2,1.5,20,50,2,1200,600,0.8
45,8,2,333,0.6,333,0.6,100,1,0.5,1.2,1000,0.75,0.9,1,0.9,0.85,1,1,0,30000,15000,0.4,0,0,0,2,1500,700,0.8
45,9,0,285,0.7,285,0.7,100,0.8,1,1,1000,1,1,1,1,1,1,1,0,15750,7875,0,1.2,40,100,2,900,500,0.8
45,9,1,313,0.65,313,0.65,100,0.8,1,1,1000,0.75,0.75,0.7,0.7,1,1,1,0,22500,11250,0.2,1.5,20,50,2,1200,600,0.8
45,9,2,328,0.6,328,0.6,100,0.8,1,1,1000,0.75,0.75,0.7,0.7,1,1,1,0,30000,15000,0.4,0,0,0,2,1500,700,0.8
45,10,0,265,0.9,380,0.75,100,1,1.2,0.6,1000,1,1,1,1,0.99,0.7,0.55,0.55,15750,7875,0,1.2,40,100,2,1500,200,0.8
45,10,1,313,0.8,380,0.75,100,1,1.2,0.6,1000,0.75,0.75,0.7,0.7,0.99,0.7,0.55,0.55,22500,11250,0.2,1.5,20,50,2,2000,200,0.8
45,10,2,328,0.75,380,0.75,100,1,1.2,0.6,1000,0.75,0.75,0.7,0.7,0.99,0.7,0.55,0.55,30000,15000,0.4,0,0,0,2,2500,300,0.8
45,11,0,300,0.7,300,0.6,100,1,2.2,1.5,1000,2,2,3,3,0.9,1,1,0.55,15750,7875,0,1.2,40,100,2,300,800,0.8
45,11,1,330,0.65,330,0.6,100,1,2.2,1.5,1000,1.7,1.7,2.4,2.4,0.9,1,1,0.55,22500,11250,0.2,1.5,20,50,2,500,1000,0.8
45,11,2,345,0.6,345,0.6,100,1,2.2,1.5,1000,1.7,1.7,2.4,2.4,0.9,1,1,0.55,30000,15000,0.4,0,0,0,2,600,1200,0.8
45,12,0,290,0.8,220,0.7,100,1,2.2,0.5,1000,0.25,0.28,0.07,0.07,0.97,0.7,1.5,0.55,18375,7875,0.4,1.2,40,100,2,0,0,1
45,12,1,319,0.7,220,0.7,100,1,2.2,0.5,1000,0.25,0.28,0.07,0.07,0.97,0.7,1.5,0.55,26250,11250,0.4,1.5,20,50,2,0,0,1
45,12,2,333,0.65,220,0.7,100,1,2.2,0.5,1000,0.25,0.28,0.07,0.07,0.97,0.7,1.5,0.55,35000,15000,0.4,0,0,0,2,0,0,1
45,13,0,300,0.7,300,0.6,100,1,0.6,1,1000,1.5,1.5,2,2,0.9,1,1,0.55,18375,7875,0.4,1.2,40,100,2,0,0,1
45,13,1,330,0.65,300,0.6,100,1,0.6,1,1000,1.5,1.5,2,2,0.9,1,1,0.55,26250,11250,0.4,1.5,20,50,2,0,0,1
45,13,2,345,0.6,300,0.6,100,1,0.6,1,1000,1.5,1.5,2,2,0.9,1,1,0.55,35000,15000,0.4,0,0,0,2,0,0,1
45,14,0,300,0.65,300,0.55,100,1,2.2,1.4,1000,2,2,3,3,0.9,1,1,0.55,15750,7875,0,1.2,40,100,2,300,800,0.8
45,14,1,330,0.6,330,0.55,100,1,2.2,1.4,1000,1.7,1.7,2.4,2.4,0.9,1,1,0.55,22500,11250,0.2,1.5,20,50,2,500,1000,0.8
45,14,2,345,0.55,345,0.55,100,1,2.2,1.4,1000,1.7,1.7,2.4,2.4,0.9,1,1,0.55,30000,15000,0.4,0,0,0,2,600,1200,0.8
45,15,0,290,0.75,350,0.6,100,1,0.9,1,1000,1,1,1,1,1,1,1,0.55,15750,7875,0,1.2,40,100,2,900,500,0.8
45,15,1,319,0.65,350,0.6,100,1,0.9,1,1000,0.75,0.75,0.7,0.7,1,1,1,0.55,22500,11250,0.2,1.5,20,50,2,1200,600,0.8
45,15,2,333,0.6,350,0.6,100,1,0.9,1,1000,0.75,0.75,0.7,0.7,1,1,1,0.55,30000,15000,0.4,0,0,0,2,1500,700,0.8
45,16,0,290,0.65,395,0.55,100,1,2,1.35,1000,2,2,3,3,0.9,0.7,0.2,0.2,15750,7875,0,1.2,40,100,2,300,800,0.8
45,16,1,319,0.6,395,0.55,100,1,2,1.35,1000,1.7,1.7,2.4,2.4,0.9,0.7,0.2,0.2,22500,11250,0.2,1.5,20,50,2,500,1000,0.8
45,16,2,334,0.55,395,0.55,100,1,2,1.35,1000,1.7,1.7,2.4,2.4,0.9,0.7,0.2,0.2,30000,15000,0.4,0,0,0,2,600,1200,0.8
45,17,0,290,0.85,200,0.7,100,1,1,0.9,1000,0.85,0.85,0.85,0.85,1,1,1,0,15750,7875,0,1.2,40,100,2,900,500,0.8
45,17,1,319,0.75,200,0.7,100,1,1,0.9,1000,0.65,0.65,0.55,0.55,1,1,1,0,22500,11250,0.2,1.5,20,50,2,1200,600,0.8
45,17,2,333,0.7,200,0.7,100,1,1,0.9,1000,0.65,0.65,0.55,0.55,1,1,1,0,30000,15000,0.4,0,0,0,2,1500,700,0.8
45,21,0,290,0.8,415,0.7,100,0.8,1.4,1,1000,1,1,1,1,1,0.7,0.55,0.55,15750,7875,0,1.2,40,100,2,700,400,0.4
45,21,1,319,0.72,415,0.7,100,0.8,1.4,1,1000,0.75,0.75,0.7,0.7,1,0.7,0.55,0.55,22500,11250,0.2,1.5,20,50,2,1000,500,0.4
45,21,2,334,0.7,415,0.7,100,0.8,1.4,1,1000,0.75,0.75,0.7,0.7,1,0.7,0.55,0.55,30000,15000,0.4,0,0,0,2,1200,600,0.4
45,22,0,310,0.65,250,0.55,100,1,2,1.3,1000,2,2,3,3,0.9,1,1,0.55,15750,7875,0,1.2,40,100,2,300,800,0.8
45,22,1,341,0.6,250,0.55,100,1,2,1.3,1000,1.7,1.7,2.4,2.4,0.9,1,1,0.55,22500,11250,0.2,1.5,20,50,2,500,1000,0.8
45,22,2,356,0.55,250,0.5,100,1,2,1.3,1000,1.7,1.7,2.4,2.4,0.9,1,1,0.55,30000,15000,0.4,0,0,0,2,600,1200,0.8
45,23,0,265,0.9,300,0.55,100,1,0.5,0.5,1000,0.25,0.3,0.08,0.1,0.99,1,1,0,15750,7875,0,1.2,40,100,2,1500,200,0.8
45,23,1,313,0.8,330,0.55,100,1,0.5,0.5,1000,0.2,0.25,0.05,0.05,0.99,1,1,0,22500,11250,0.2,1.5,20,50,2,2000,200,0.8
45,23,2,327,0.75,345,0.55,100,1,0.5,0.5,1000,0.2,0.25,0.05,0.05,0.99,1,1,0,30000,15000,0.4,0,0,0,2,2500,300,0.8
45,24,0,290,0.65,395,0.55,100,1,2,1.35,1000,2,2,3,3,0.9,0.7,0.2,0.2,15750,7875,0,1.2,40,100,2,300,800,0.8
45,24,1,319,0.6,395,0.55,100,1,2,1.35,1000,1.7,1.7,2.4,2.4,0.9,0.7,0.2,0.2,22500,11250,0.2,1.5,20,50,2,500,1000,0.8
45,24,2,334,0.55,395,0.55,100,1,2,1.35,1000,1.7,1.7,2.4,2.4,0.9,0.7,0.2,0.2,30000,15000,0.4,0,0,0,2,600,1200,0.8
45,25,0,265,0.9,380,0.75,100,1,1.2,0.6,1000,1,1,1,1,0.99,0.7,0.55,0.55,15750,7875,0,1.2,40,100,2,1500,200,0.8
45,25,1,313,0.8,380,0.75,100,1,1.2,0.6,1000,0.75,0.75,0.7,0.7,0.99,0.7,0.55,0.55,22500,11250,0.2,1.5,20,50,2,2000,200,0.8
45,25,2,328,0.75,380,0.75,100,1,1.2,0.6,1000,0.75,0.75,0.7,0.7,0.99,0.7,0.55,0.55,30000,15000,0.4,0,0,0,2,2500,300,0.8
103,0,0,290,0.8,415,0.7,100,0.8,1.3,1,1000,0.6675,0.6675,0.644,0.644,1.1,0.7,0.55,0.55,18000,4000,0,1.2,40,100,2,3000,800,0.4
103,0,1,319,0.72,415,0.7,100,0.8,1.3,1,1000,0.6675,0.6675,0.644,0.644,1.1,0.7,0.55,0.55,20000,5000,0.2,1.5,20,50,2,4000,1000,0.4
103,0,2,334,0.7,415,0.7,100,0.8,1.3,1,1000,0.6675,0.6675,0.644,0.644,1.1,0.7,0.55,0.55,25000,6000,0.4,0,0,0,2,5000,1200,0.4
103,1,0,310,0.65,250,0.55,100,1,1.8,1.3,1000,1.36,1.36,1.92,1.92,1.43,1,1,0.55,18000,4000,0,1.2,40,100,2,1500,1600,0.8
103,1,1,341,0.6,250,0.55,100,1,1.8,1.3,1000,1.36,1.36,1.92,1.92,1.43,1,1,0.55,20000,5000,0.2,1.5,20,50,2,2000,2000,0.8
103,1,2,356,0.55,250,0.5,100,1,1.8,1.3,1000,1.36,1.36,1.92,1.92,1.43,1,1,0.55,25000,6000,0.4,0,0,0,2,2500,2400,0.8
103,2,0,265,0.9,0,0,100,1,0,0.5,1000,0.184,0.23,0.046,0.046,0.55,1,1,0,18000,4000,0,1.2,40,100,2,6000,400,0.8
103,2,1,313,0.8,0,0,100,1,0,0.5,1000,0.184,0.23,0.046,0.046,0.55,1,1,0,20000,5000,0.2,1.5,20,50,2,8000,500,0.8
103,2,2,327,0.75,0,0,100,1,0,0.5,1000,0.184,0.23,0.046,0.046,0.55,1,1,0,25000,6000,0.4,0,0,0,2,10000,600,0.8
103,3,0,290,0.8,150,0.8,100,0.8,0.9,0.9,1000,0.7565,0.7565,0.712,0.712,0.99,1,1,0,18000,4000,0,1.2,40,100,2,3750,1000,0.8
103,3,1,319,0.7,150,0.7,100,0.8,0.9,0.9,1000,0.7565,0.7565,0.712,0.712,0.99,1,1,0,20000,5000,0.2,1.5,20,50,2,5000,1250,0.8
103,3,2,333,0.65,150,0.65,100,0.8,0.9,0.9,1000,0.7565,0.7565,0.712,0.712,0.99,1,1,0,25000,6000,0.4,0,0,0,2,6250,1500,0.8
103,4,0,280,0.8,0,0,100,0.8,0,1.2,1000,0.801,0.801,0.801,0.801,1.32,1,1,0,18000,4000,0,1.2,40,100,2,1500,1600,0.8
103,4,1,319,0.7,0,0,100,0.8,0,1.2,1000,0.801,0.801,0.801,0.801,1.32,1,1,0,20000,5000,0.2,1.5,20,50,2,2000,2000,0.8
103,4,2,333,0.65,0,0,100,0.8,0,1.2,1000,0.801,0.801,0.801,0.801,1.32,1,1,0,25000,6000,0.4,0,0,0,2,2500,2400,0.8
103,5,0,290,0.85,0,0,100,1,0,0.95,1000,0.644,0.644,0.552,0.552,1.045,1,1,0,18000,4000,0,1.2,40,100,2,3000,800,0.4
103,5,1,319,0.75,0,0,100,1,0,0.95,1000,0.644,0.644,0.552,0.552,1.045,1,1,0,20000,5000,0.2,1.5,20,50,2,4000,1000,0.4
103,5,2,333,0.7,0,0,100,1,0,0.95,1000,0.644,0.644,0.552,0.552,1.045,1,1,0,25000,6000,0.4,0,0,0,2,5000,1200,0.4
103,6,0,275,0.85,192,0.7,100,0.8,1,0.7,1000,0.276,0.276,0.0736,0.0736,0.77,0.6,0.8,0.55,18000,4000,0,1.2,40,100,2,3000,800,0.4
